record_id,operation,data_store,is_first_query,exec_time,num_records
1662365265288,query_type_4__6x,ts,FALSE,235,
1662365265743,query_type_4__6x,ts,FALSE,190,
1662365266164,query_type_4__6x,ts,FALSE,206,
1662365266585,query_type_4__6x,ts,FALSE,159,
1662365266965,query_type_4__6x,ts,FALSE,170,
1662365267347,query_type_4__6x,ts,FALSE,226,
1662202481546,query_type_1__3x,cloudwatch_logs,TRUE,3405,
1662202485504,query_type_1__3x,cloudwatch_logs,FALSE,3247,
1662202488953,query_type_1__3x,cloudwatch_logs,FALSE,3185,
1662202492365,query_type_1__3x,cloudwatch_logs,FALSE,3200,
1662202496129,query_type_1__3x,cloudwatch_logs,FALSE,3208,
1662202499505,query_type_1__3x,cloudwatch_logs,FALSE,3263,
1662202503009,query_type_1__3x,cloudwatch_logs,FALSE,3149,
1662202506389,query_type_1__3x,cloudwatch_logs,FALSE,3201,
1662202509825,query_type_1__3x,cloudwatch_logs,FALSE,3209,
1662202513274,query_type_1__3x,cloudwatch_logs,FALSE,3181,
1662202516668,query_type_1__3x,elasticsearch,TRUE,278,
1662202517173,query_type_1__3x,elasticsearch,FALSE,142,
1662202517604,query_type_1__3x,elasticsearch,FALSE,142,
1662202518025,query_type_1__3x,elasticsearch,FALSE,197,
1662202518425,query_type_1__3x,elasticsearch,FALSE,142,
1662202518844,query_type_1__3x,elasticsearch,FALSE,179,
1662202519269,query_type_1__3x,elasticsearch,FALSE,142,
1662202519665,query_type_1__3x,elasticsearch,FALSE,158,
1662202520104,query_type_1__3x,elasticsearch,FALSE,216,
1662202520530,query_type_1__3x,elasticsearch,FALSE,160,
1662202523763,query_type_1__3x,ts,TRUE,6749,
1662202530731,query_type_1__3x,ts,FALSE,7227,
1662202538188,query_type_1__3x,ts,FALSE,1233,
1662202539668,query_type_1__3x,ts,FALSE,1192,
1662202541083,query_type_1__3x,ts,FALSE,1152,
1662202542448,query_type_1__3x,ts,FALSE,1183,
1662202543854,query_type_1__3x,ts,FALSE,1217,
1662202545291,query_type_1__3x,ts,FALSE,1146,
1662202546669,query_type_1__3x,ts,FALSE,1136,
1662202548042,query_type_1__3x,ts,FALSE,1117,
1662230869071,query_type_1__3x,rds,TRUE,274,
1662230869968,query_type_1__3x,rds,FALSE,251,
1662230870448,query_type_1__3x,rds,FALSE,226,
1662230870894,query_type_1__3x,rds,FALSE,206,
1662230871677,query_type_1__3x,rds,FALSE,195,
1662230872086,query_type_1__3x,rds,FALSE,251,
1662230872511,query_type_1__3x,rds,FALSE,253,
1662230872931,query_type_1__3x,rds,FALSE,203,
1662230873331,query_type_1__3x,rds,FALSE,165,
1662230873748,query_type_1__3x,rds,FALSE,305,
1662383839937,query_type_1__8x,cloudwatch_logs,TRUE,3417,
1662383843893,query_type_1__8x,cloudwatch_logs,FALSE,3288,
1662383847380,query_type_1__8x,cloudwatch_logs,FALSE,2244,
1662383849852,query_type_1__8x,cloudwatch_logs,FALSE,3195,
1662383853559,query_type_1__8x,cloudwatch_logs,FALSE,3181,
1662383856978,query_type_1__8x,cloudwatch_logs,FALSE,3247,
1662383860415,query_type_1__8x,cloudwatch_logs,FALSE,3186,
1662383863835,query_type_1__8x,cloudwatch_logs,FALSE,3194,
1662383867272,query_type_1__8x,cloudwatch_logs,FALSE,3170,
1662383870634,query_type_1__8x,cloudwatch_logs,FALSE,2274,
1662383873094,query_type_1__8x,elasticsearch,TRUE,302,
1662383873621,query_type_1__8x,elasticsearch,FALSE,179,
1662383874033,query_type_1__8x,elasticsearch,FALSE,179,
1662383874455,query_type_1__8x,elasticsearch,FALSE,130,
1662383874859,query_type_1__8x,elasticsearch,FALSE,160,
1662383875278,query_type_1__8x,elasticsearch,FALSE,141,
1662383875682,query_type_1__8x,elasticsearch,FALSE,199,
1662383876115,query_type_1__8x,elasticsearch,FALSE,161,
1662383876537,query_type_1__8x,elasticsearch,FALSE,141,
1662383876962,query_type_1__8x,elasticsearch,FALSE,140,
1662383877399,query_type_1__8x,rds,TRUE,846,
1662383878439,query_type_1__8x,rds,FALSE,301,
1662383878957,query_type_1__8x,rds,FALSE,310,
1662383879438,query_type_1__8x,rds,FALSE,306,
1662383879973,query_type_1__8x,rds,FALSE,299,
1662383880533,query_type_1__8x,rds,FALSE,485,
1662383881174,query_type_1__8x,rds,FALSE,572,
1662383881993,query_type_1__8x,rds,FALSE,355,
1662383882515,query_type_1__8x,rds,FALSE,718,
1662383883435,query_type_1__8x,rds,FALSE,295,
1662383884076,query_type_1__8x,ts,TRUE,7044,
1662383891417,query_type_1__8x,ts,FALSE,5687,
1662383897294,query_type_1__8x,ts,FALSE,6324,
1662383903858,query_type_1__8x,ts,FALSE,1316,
1662383905375,query_type_1__8x,ts,FALSE,1176,
